Year_Month_State,Incident Date,State,Incident City,Incident Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Year,Unemployment Rate,Year_Month,Month_Name,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other
2020-11 South Carolina,2020-11-07,South Carolina,Rock Hill,241 Albright Rd,1.0,3.0,0.0,0.0,1.0,2020,6.7,2020-11,November,13819.0,701.0,19010.0,13569.0,1136.0,787.0,0.0,7.0,3.0,1.0,809.0,390.0,8.0,153.0,3.0,0.0,0.0,0.0,15.0,25.0,4.0,1.0,0.0,0.0
2020-11 South Carolina,2020-11-14,South Carolina,Sumter,1008 Marilyn Ave,3.0,1.0,0.0,0.0,1.0,2020,6.7,2020-11,November,13819.0,701.0,19010.0,13569.0,1136.0,787.0,0.0,7.0,3.0,1.0,809.0,390.0,8.0,153.0,3.0,0.0,0.0,0.0,15.0,25.0,4.0,1.0,0.0,0.0
2020-11 South Carolina,2020-11-18,South Carolina,Florence,500 block of Gaillard St,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-11,November,13819.0,701.0,19010.0,13569.0,1136.0,787.0,0.0,7.0,3.0,1.0,809.0,390.0,8.0,153.0,3.0,0.0,0.0,0.0,15.0,25.0,4.0,1.0,0.0,0.0
2020-11 South Carolina,2020-11-28,South Carolina,Conway,3800 block of Golden Key Rd,0.0,5.0,0.0,0.0,3.0,2020,6.7,2020-11,November,13819.0,701.0,19010.0,13569.0,1136.0,787.0,0.0,7.0,3.0,1.0,809.0,390.0,8.0,153.0,3.0,0.0,0.0,0.0,15.0,25.0,4.0,1.0,0.0,0.0
2020-11 South Carolina,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1.0,10.0,0.0,0.0,5.0,2020,6.7,2020-11,November,13819.0,701.0,19010.0,13569.0,1136.0,787.0,0.0,7.0,3.0,1.0,809.0,390.0,8.0,153.0,3.0,0.0,0.0,0.0,15.0,25.0,4.0,1.0,0.0,0.0
2020-11 Tennessee,2020-11-08,Tennessee,Nashville,2nd Ave N and Commerce St,0.0,8.0,0.0,0.0,1.0,2020,6.7,2020-11,November,10897.0,4487.0,37467.0,31625.0,2298.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11 Tennessee,2020-11-17,Tennessee,Jackson,Honey Bear Cove,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-11,November,10897.0,4487.0,37467.0,31625.0,2298.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11 Tennessee,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2.0,2.0,0.0,1.0,3.0,2020,6.7,2020-11,November,10897.0,4487.0,37467.0,31625.0,2298.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11 Texas,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-11,November,43661.0,0.0,78827.0,56265.0,5504.0,4006.0,2.0,75.0,43.0,8.0,5657.0,2867.0,58.0,72.0,6.0,0.0,0.0,0.0,98.0,63.0,8.0,3.0,1.0,1.0
2020-11 Texas,2020-11-18,Texas,Houston,11614 Manor Park Dr,2.0,2.0,1.0,0.0,0.0,2020,6.7,2020-11,November,43661.0,0.0,78827.0,56265.0,5504.0,4006.0,2.0,75.0,43.0,8.0,5657.0,2867.0,58.0,72.0,6.0,0.0,0.0,0.0,98.0,63.0,8.0,3.0,1.0,1.0
2020-11 Virginia,2020-11-08,Virginia,Virginia Beach,3700 block of Whitney Ct,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-11,November,616.0,401.0,35909.0,26638.0,4874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11 Wisconsin,2020-11-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0.0,8.0,0.0,0.0,1.0,2020,6.7,2020-11,November,20980.0,984.0,25742.0,21825.0,1596.0,71.0,0.0,0.0,1.0,12.0,97.0,226.0,20.0,130.0,37.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
2020-12 Arkansas,2020-12-25,Arkansas,Atkins,5180 Pine Ridge Rd,4.0,0.0,1.0,0.0,0.0,2020,6.7,2020-12,December,3878.0,900.0,10987.0,12719.0,587.0,510.0,9.0,12.0,15.0,2.0,1043.0,935.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,2.0,0.0
2020-12 California,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1.0,3.0,0.0,0.0,0.0,2020,6.7,2020-12,December,26034.0,1788.0,59909.0,39389.0,6932.0,0.0,0.0,0.0,0.0,0.0,450.0,273.0,20.0,1.0,2.0,14.0,0.0,0.0,523.0,27.0,0.0,59.0,21.0,0.0
2020-12 California,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1.0,3.0,0.0,0.0,0.0,2020,6.7,2020-12,December,26034.0,1788.0,59909.0,39389.0,6932.0,0.0,0.0,0.0,0.0,0.0,450.0,273.0,20.0,1.0,2.0,14.0,0.0,0.0,523.0,27.0,0.0,59.0,21.0,0.0
2020-12 Connecticut,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2.0,2.0,0.0,0.0,0.0,2020,6.7,2020-12,December,9783.0,444.0,6741.0,2694.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Florida,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1.0,4.0,0.0,0.0,0.0,2020,6.7,2020-12,December,35227.0,0.0,81564.0,40115.0,5594.0,3733.0,1.0,16.0,5.0,0.0,3650.0,1022.0,10.0,987.0,95.0,21.0,0.0,0.0,400.0,333.0,94.0,38.0,42.0,1.0
2020-12 Florida,2020-12-25,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1.0,4.0,0.0,0.0,1.0,2020,6.7,2020-12,December,35227.0,0.0,81564.0,40115.0,5594.0,3733.0,1.0,16.0,5.0,0.0,3650.0,1022.0,10.0,987.0,95.0,21.0,0.0,0.0,400.0,333.0,94.0,38.0,42.0,1.0
2020-12 Florida,2020-12-26,Florida,Miami,NW 61st St and NW 13th Ave,1.0,3.0,0.0,0.0,0.0,2020,6.7,2020-12,December,35227.0,0.0,81564.0,40115.0,5594.0,3733.0,1.0,16.0,5.0,0.0,3650.0,1022.0,10.0,987.0,95.0,21.0,0.0,0.0,400.0,333.0,94.0,38.0,42.0,1.0
2020-12 Florida,2020-12-26,Florida,Tampa,N 20th St and E 7th Ave,2.0,2.0,0.0,0.0,1.0,2020,6.7,2020-12,December,35227.0,0.0,81564.0,40115.0,5594.0,3733.0,1.0,16.0,5.0,0.0,3650.0,1022.0,10.0,987.0,95.0,21.0,0.0,0.0,400.0,333.0,94.0,38.0,42.0,1.0
2020-12 Georgia,2020-12-10,Georgia,Tifton,700 block of 17 1/2 St,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-12,December,32767.0,0.0,28405.0,20236.0,1326.0,1056.0,0.0,15.0,19.0,1.0,1797.0,925.0,9.0,50.0,1.0,1.0,0.0,0.0,24.0,18.0,0.0,0.0,0.0,1.0
2020-12 Illinois,2020-12-04,Illinois,Chicago,4400 block of W Adams St,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-12,December,20056.0,762537.0,29133.0,16557.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Illinois,2020-12-19,Illinois,Chicago,8936 S Cottage Grove Ave,0.0,6.0,0.0,0.0,0.0,2020,6.7,2020-12,December,20056.0,762537.0,29133.0,16557.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Illinois,2020-12-26,Illinois,Rockford,4007 E State St,3.0,3.0,0.0,0.0,1.0,2020,6.7,2020-12,December,20056.0,762537.0,29133.0,16557.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Indiana,2020-12-31,Indiana,Indianapolis,8215 Center Run Road,1.0,3.0,0.0,0.0,0.0,2020,6.7,2020-12,December,1082.0,205207.0,30336.0,21852.0,2192.0,1280.0,7.0,12.0,5.0,2.0,655.0,309.0,41.0,18.0,0.0,0.0,0.0,0.0,68.0,49.0,8.0,5.0,2.0,0.0
2020-12 Louisiana,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,0.0,1.0,2.0,2.0,0.0,2020,6.7,2020-12,December,2726.0,227.0,19311.0,18379.0,1465.0,965.0,0.0,14.0,10.0,1.0,925.0,593.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,3.0,0.0,1.0,0.0
2020-12 Maryland,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2.0,2.0,0.0,0.0,0.0,2020,6.7,2020-12,December,8693.0,45.0,10338.0,9565.0,407.0,12.0,0.0,0.0,1.0,0.0,57.0,79.0,3.0,48.0,24.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
2020-12 Massachusetts,2020-12-26,Massachusetts,Lynn,Washington St and Quincy Ter,1.0,5.0,0.0,0.0,1.0,2020,6.7,2020-12,December,11182.0,0.0,7790.0,3882.0,1067.0,313.0,0.0,0.0,0.0,2.0,15.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,124.0,67.0,29.0,3.0,1.0,0.0
2020-12 Mississippi,2020-12-10,Mississippi,Jackson,1805 Hospital Dr,0.0,5.0,0.0,0.0,0.0,2020,6.7,2020-12,December,2844.0,0.0,14651.0,16554.0,709.0,669.0,0.0,17.0,10.0,0.0,1663.0,924.0,5.0,28.0,1.0,0.0,0.0,0.0,15.0,5.0,3.0,2.0,1.0,0.0
2020-12 Mississippi,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,4.0,0.0,1.0,0.0,0.0,2020,6.7,2020-12,December,2844.0,0.0,14651.0,16554.0,709.0,669.0,0.0,17.0,10.0,0.0,1663.0,924.0,5.0,28.0,1.0,0.0,0.0,0.0,15.0,5.0,3.0,2.0,1.0,0.0
2020-12 New York,2020-12-12,New York,Brooklyn,574 Warren St,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-12,December,3261.0,1910.0,10486.0,24664.0,3145.0,367.0,0.0,1.0,0.0,2.0,38.0,56.0,8.0,63.0,128.0,1.0,0.0,10.0,265.0,399.0,52.0,2.0,11.0,1.0
2020-12 New York,2020-12-12,New York,Copiague,2336 Great Neck Rd,2.0,2.0,0.0,0.0,1.0,2020,6.7,2020-12,December,3261.0,1910.0,10486.0,24664.0,3145.0,367.0,0.0,1.0,0.0,2.0,38.0,56.0,8.0,63.0,128.0,1.0,0.0,10.0,265.0,399.0,52.0,2.0,11.0,1.0
2020-12 North Carolina,2020-12-05,North Carolina,Autryville,10101 Gip Rd,0.0,6.0,0.0,0.0,0.0,2020,6.7,2020-12,December,45294.0,10.0,2647.0,28052.0,1607.0,230.0,0.0,15.0,19.0,1.0,1768.0,1329.0,13.0,523.0,119.0,10.0,2.0,0.0,3.0,31.0,2.0,0.0,1.0,0.0
2020-12 Oregon,2020-12-31,Oregon,Happy Valley,9200 block of SE Idleman Rd,0.0,4.0,0.0,0.0,0.0,2020,6.7,2020-12,December,7579.0,1064.0,21533.0,16161.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Pennsylvania,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1.0,3.0,0.0,0.0,0.0,2020,6.7,2020-12,December,33608.0,0.0,62948.0,29262.0,41.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12 Texas,2020-12-06,Texas,Venus,6100 N FM 157,0.0,6.0,0.0,0.0,0.0,2020,6.7,2020-12,December,48860.0,0.0,79774.0,58650.0,5211.0,3572.0,0.0,89.0,42.0,10.0,6276.0,2804.0,78.0,78.0,7.0,0.0,0.0,0.0,77.0,64.0,19.0,2.0,2.0,1.0
2020-12 West Virginia,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,5.0,0.0,1.0,0.0,0.0,2020,6.7,2020-12,December,2471.0,101.0,8706.0,10939.0,412.0,461.0,0.0,12.0,5.0,0.0,808.0,618.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0
2020-12 West Virginia,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4.0,0.0,0.0,0.0,1.0,2020,6.7,2020-12,December,2471.0,101.0,8706.0,10939.0,412.0,461.0,0.0,12.0,5.0,0.0,808.0,618.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0
2021-01 Arizona,2021-01-17,Arizona,Phoenix,2236 E University Dr,1.0,6.0,0.0,0.0,0.0,2021,6.4,2021-01,January,9237.0,1085.0,29336.0,14430.0,2339.0,1795.0,0.0,12.0,7.0,2.0,1519.0,586.0,9.0,139.0,6.0,0.0,0.0,0.0,22.0,17.0,3.0,2.0,0.0,2.0
2021-01 Arizona,2021-01-17,Arizona,Phoenix,2340 W Northern Ave,0.0,5.0,0.0,0.0,0.0,2021,6.4,2021-01,January,9237.0,1085.0,29336.0,14430.0,2339.0,1795.0,0.0,12.0,7.0,2.0,1519.0,586.0,9.0,139.0,6.0,0.0,0.0,0.0,22.0,17.0,3.0,2.0,0.0,2.0
2021-01 Arkansas,2021-01-01,Arkansas,Fort Smith,3211 Towson Ave,0.0,6.0,0.0,1.0,1.0,2021,6.4,2021-01,January,3231.0,1028.0,11993.0,10043.0,715.0,596.0,15.0,15.0,15.0,2.0,1261.0,1130.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,2.0,1.0,0.0,0.0
2021-01 California,2021-01-03,California,Santa Barbara,1200 block of Liberty St,2.0,2.0,0.0,0.0,3.0,2021,6.4,2021-01,January,19078.0,6462.0,55103.0,36179.0,6807.0,0.0,0.0,2.0,0.0,0.0,422.0,340.0,13.0,807.0,490.0,86.0,0.0,0.0,5744.0,2282.0,528.0,55.0,33.0,1.0
2021-01 California,2021-01-27,California,Santa Ana,1614 S Standard Ave,0.0,4.0,0.0,0.0,0.0,2021,6.4,2021-01,January,19078.0,6462.0,55103.0,36179.0,6807.0,0.0,0.0,2.0,0.0,0.0,422.0,340.0,13.0,807.0,490.0,86.0,0.0,0.0,5744.0,2282.0,528.0,55.0,33.0,1.0
2021-01 District of Columbia,2021-01-07,District of Columbia,Washington,1300 block of Columbia Rd NW,0.0,5.0,0.0,0.0,0.0,2021,6.4,2021-01,January,693.0,0.0,357.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 District of Columbia,2021-01-25,District of Columbia,Washington,1406 Good Hope Rd SE,1.0,3.0,0.0,1.0,2.0,2021,6.4,2021-01,January,693.0,0.0,357.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Florida,2021-01-03,Florida,Miami,10525 NW 24th Ave,0.0,8.0,0.0,0.0,0.0,2021,6.4,2021-01,January,34470.0,0.0,97406.0,40173.0,6686.0,4549.0,2.0,6.0,8.0,0.0,4116.0,1251.0,7.0,1012.0,84.0,10.0,0.0,0.0,517.0,350.0,92.0,49.0,28.0,1.0
2021-01 Florida,2021-01-03,Florida,Miami,3632 NW 25th Ave,0.0,6.0,0.0,0.0,0.0,2021,6.4,2021-01,January,34470.0,0.0,97406.0,40173.0,6686.0,4549.0,2.0,6.0,8.0,0.0,4116.0,1251.0,7.0,1012.0,84.0,10.0,0.0,0.0,517.0,350.0,92.0,49.0,28.0,1.0
2021-01 Florida,2021-01-04,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0.0,7.0,0.0,0.0,0.0,2021,6.4,2021-01,January,34470.0,0.0,97406.0,40173.0,6686.0,4549.0,2.0,6.0,8.0,0.0,4116.0,1251.0,7.0,1012.0,84.0,10.0,0.0,0.0,517.0,350.0,92.0,49.0,28.0,1.0
2021-01 Florida,2021-01-04,Florida,Tampa,1225 S 78th St,0.0,4.0,0.0,1.0,0.0,2021,6.4,2021-01,January,34470.0,0.0,97406.0,40173.0,6686.0,4549.0,2.0,6.0,8.0,0.0,4116.0,1251.0,7.0,1012.0,84.0,10.0,0.0,0.0,517.0,350.0,92.0,49.0,28.0,1.0
2021-01 Florida,2021-01-11,Florida,Miami,2491 NE 58th St,0.0,4.0,0.0,0.0,0.0,2021,6.4,2021-01,January,34470.0,0.0,97406.0,40173.0,6686.0,4549.0,2.0,6.0,8.0,0.0,4116.0,1251.0,7.0,1012.0,84.0,10.0,0.0,0.0,517.0,350.0,92.0,49.0,28.0,1.0
2021-01 Illinois,2021-01-01,Illinois,Galesburg,1000 block of Monroe St,0.0,4.0,0.0,0.0,1.0,2021,6.4,2021-01,January,34093.0,912211.0,35848.0,17817.0,0.0,2149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Illinois,2021-01-09,Illinois,Evanston,100 Asbury Ave,5.0,2.0,1.0,0.0,0.0,2021,6.4,2021-01,January,34093.0,912211.0,35848.0,17817.0,0.0,2149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Illinois,2021-01-16,Illinois,Kankakee,600 block of N Evergreen Ave,0.0,4.0,0.0,1.0,1.0,2021,6.4,2021-01,January,34093.0,912211.0,35848.0,17817.0,0.0,2149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Indiana,2021-01-24,Indiana,Indianapolis,3540 Adams St,5.0,1.0,0.0,0.0,1.0,2021,6.4,2021-01,January,1205.0,195337.0,37237.0,22732.0,3005.0,1598.0,33.0,12.0,14.0,4.0,809.0,461.0,40.0,16.0,3.0,0.0,0.0,0.0,79.0,71.0,23.0,2.0,3.0,0.0
2021-01 Iowa,2021-01-01,Iowa,Sioux City,2637 S Walker St,1.0,4.0,0.0,0.0,3.0,2021,6.4,2021-01,January,21062.0,8447.0,304.0,4155.0,98.0,5.0,134.0,0.0,2.0,0.0,0.0,38.0,1.0,47.0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01 Kentucky,2021-01-22,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0.0,5.0,0.0,0.0,1.0,2021,6.4,2021-01,January,1562.0,378776.0,20728.0,15271.0,982.0,1097.0,0.0,25.0,22.0,5.0,1982.0,1251.0,6.0,8.0,4.0,0.0,0.0,0.0,35.0,31.0,1.0,2.0,2.0,0.0
2021-01 Louisiana,2021-01-03,Louisiana,Shreveport,6900 block of Jewella Ave,2.0,3.0,0.0,0.0,0.0,2021,6.4,2021-01,January,2758.0,181.0,19621.0,13155.0,1534.0,1103.0,0.0,15.0,3.0,2.0,1186.0,638.0,22.0,0.0,0.0,0.0,0.0,0.0,32.0,13.0,2.0,0.0,0.0,1.0
2021-01 Louisiana,2021-01-04,Louisiana,New Orleans,1600 block of N Galvez St,0.0,4.0,0.0,0.0,0.0,2021,6.4,2021-01,January,2758.0,181.0,19621.0,13155.0,1534.0,1103.0,0.0,15.0,3.0,2.0,1186.0,638.0,22.0,0.0,0.0,0.0,0.0,0.0,32.0,13.0,2.0,0.0,0.0,1.0
2021-01 Michigan,2021-01-28,Michigan,Flint,1900 block of Tebo St,1.0,4.0,0.0,0.0,0.0,2021,6.4,2021-01,January,30312.0,11337.0,44266.0,28699.0,3878.0,1282.0,0.0,3.0,5.0,1.0,23.0,246.0,6.0,100.0,12.0,0.0,0.0,0.0,43.0,12.0,2.0,0.0,0.0,0.0
2021-01 Nevada,2021-01-24,Nevada,Las Vegas,W Wilson Ave and H St,0.0,5.0,0.0,0.0,0.0,2021,6.4,2021-01,January,3829.0,0.0,9181.0,4325.0,529.0,546.0,0.0,0.0,0.0,0.0,229.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,133.0,18.0,0.0,0.0,0.0
2021-01 New York,2021-01-30,New York,Albany,200 block of Central Ave,1.0,4.0,0.0,0.0,4.0,2021,6.4,2021-01,January,3664.0,2108.0,12143.0,25221.0,4447.0,427.0,0.0,1.0,1.0,4.0,56.0,49.0,14.0,57.0,102.0,0.0,3.0,12.0,317.0,469.0,62.0,6.0,19.0,2.0
2021-01 Oregon,2021-01-03,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0.0,4.0,0.0,0.0,1.0,2021,6.4,2021-01,January,8849.0,1261.0,24459.0,14997.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Pennsylvania,2021-01-15,Pennsylvania,Philadelphia,5000 block of N 10th St,0.0,4.0,0.0,0.0,0.0,2021,6.4,2021-01,January,44600.0,0.0,81592.0,32671.0,41.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Pennsylvania,2021-01-18,Pennsylvania,Tobyhanna,960 PA-196,0.0,4.0,0.0,0.0,5.0,2021,6.4,2021-01,January,44600.0,0.0,81592.0,32671.0,41.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Pennsylvania,2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2.0,2.0,0.0,1.0,2.0,2021,6.4,2021-01,January,44600.0,0.0,81592.0,32671.0,41.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01 Texas,2021-01-01,Texas,Amarillo,2650 Dumas Dr,1.0,3.0,0.0,0.0,1.0,2021,6.4,2021-01,January,58691.0,0.0,84022.0,47149.0,6067.0,4131.0,4.0,116.0,60.0,10.0,7877.0,3723.0,80.0,73.0,7.0,2.0,0.0,0.0,94.0,77.0,18.0,1.0,5.0,1.0
2021-01 Texas,2021-01-03,Texas,Houston,2900 Travis St,1.0,3.0,0.0,1.0,1.0,2021,6.4,2021-01,January,58691.0,0.0,84022.0,47149.0,6067.0,4131.0,4.0,116.0,60.0,10.0,7877.0,3723.0,80.0,73.0,7.0,2.0,0.0,0.0,94.0,77.0,18.0,1.0,5.0,1.0
2021-01 Texas,2021-01-06,Texas,Livingston,201 Maple Ln,2.0,2.0,0.0,0.0,3.0,2021,6.4,2021-01,January,58691.0,0.0,84022.0,47149.0,6067.0,4131.0,4.0,116.0,60.0,10.0,7877.0,3723.0,80.0,73.0,7.0,2.0,0.0,0.0,94.0,77.0,18.0,1.0,5.0,1.0
2021-01 Texas,2021-01-09,Texas,Houston,5828 Martin Luther King Blvd,1.0,3.0,0.0,0.0,0.0,2021,6.4,2021-01,January,58691.0,0.0,84022.0,47149.0,6067.0,4131.0,4.0,116.0,60.0,10.0,7877.0,3723.0,80.0,73.0,7.0,2.0,0.0,0.0,94.0,77.0,18.0,1.0,5.0,1.0
2021-01 Virginia,2021-01-06,Virginia,Manassas,10010 Ellis Rd,2.0,3.0,1.0,0.0,0.0,2021,6.4,2021-01,January,1007.0,556.0,41711.0,23650.0,5208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 California,2021-02-13,California,Oakland,1000 block of Washington St,0.0,6.0,0.0,0.0,0.0,2021,6.2,2021-02,February,16025.0,11953.0,40789.0,27915.0,6499.0,0.0,0.0,2.0,0.0,0.0,508.0,275.0,6.0,1669.0,743.0,71.0,0.0,0.0,9126.0,3416.0,709.0,60.0,18.0,0.0
2021-02 California,2021-02-13,California,San Francisco,3rd St and Quesada Ave,0.0,6.0,0.0,0.0,0.0,2021,6.2,2021-02,February,16025.0,11953.0,40789.0,27915.0,6499.0,0.0,0.0,2.0,0.0,0.0,508.0,275.0,6.0,1669.0,743.0,71.0,0.0,0.0,9126.0,3416.0,709.0,60.0,18.0,0.0
2021-02 California,2021-02-26,California,San Diego,841 S 45th St,1.0,3.0,0.0,0.0,0.0,2021,6.2,2021-02,February,16025.0,11953.0,40789.0,27915.0,6499.0,0.0,0.0,2.0,0.0,0.0,508.0,275.0,6.0,1669.0,743.0,71.0,0.0,0.0,9126.0,3416.0,709.0,60.0,18.0,0.0
2021-02 Colorado,2021-02-03,Colorado,Oak Creek,200 block of Wild Hogg Dr,2.0,2.0,1.0,0.0,0.0,2021,6.2,2021-02,February,10891.0,6.0,21729.0,13839.0,1960.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Colorado,2021-02-20,Colorado,Grand Junction,1000 block of Teller Ave,1.0,3.0,0.0,0.0,1.0,2021,6.2,2021-02,February,10891.0,6.0,21729.0,13839.0,1960.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Delaware,2021-02-28,Delaware,Dover,21 S Little Creek Rd,0.0,4.0,0.0,0.0,2.0,2021,6.2,2021-02,February,353.0,0.0,2775.0,1563.0,158.0,153.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,103.0,0.0,0.0,0.0,0.0,74.0,39.0,8.0,1.0,1.0,0.0
2021-02 Florida,2021-02-02,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,2.0,3.0,1.0,0.0,0.0,2021,6.2,2021-02,February,31875.0,0.0,66307.0,26720.0,5116.0,2894.0,1.0,10.0,5.0,0.0,3162.0,776.0,8.0,1079.0,100.0,10.0,0.0,0.0,411.0,279.0,65.0,22.0,28.0,2.0
2021-02 Florida,2021-02-16,Florida,Saint Petersburg,2968 Emerson Ave S,3.0,1.0,0.0,0.0,1.0,2021,6.2,2021-02,February,31875.0,0.0,66307.0,26720.0,5116.0,2894.0,1.0,10.0,5.0,0.0,3162.0,776.0,8.0,1079.0,100.0,10.0,0.0,0.0,411.0,279.0,65.0,22.0,28.0,2.0
